lganame,wardname,year,month,t2m_mean,t2m_max,t2m_min,ts_mean,n_days
Patani,Patani 3,2022,8,24.82,29.81,21.18,25.14,31
Patani,Patani 3,2022,9,25.21,30.55,22.54,25.53,30
Patani,Patani 3,2022,10,25.99,31.41,22.12,26.22,31
Patani,Patani 3,2022,11,26.69,32.38,22.94,26.92,30
Patani,Patani 3,2022,12,25.73,31.26,17.19,25.5,31
Patani,Patani 3,2023,1,25.68,31.87,16.87,25.53,31
Patani,Patani 3,2023,2,26.6,33.16,18.7,26.52,28
Patani,Patani 3,2023,3,26.65,32.26,22.94,26.72,31
Patani,Patani 3,2023,4,26.88,32.48,23.69,27.05,30
Patani,Patani 3,2023,5,27.09,32.56,23.65,27.25,31
Patani,Patani 3,2023,6,25.75,30.16,22.03,25.89,30
Patani,Patani 3,2023,7,25.71,31.07,22.51,25.88,31
Patani,Patani 3,2023,8,25.6,31.09,22.31,25.82,31
Patani,Patani 3,2023,9,25.87,30.88,23.12,26.1,30
Patani,Patani 3,2023,10,26.37,31.01,22.95,26.6,31
Patani,Patani 3,2023,11,26.6,31.59,23.0,26.77,30
Patani,Patani 3,2023,12,26.84,32.13,18.71,26.66,31
Patani,Patani 3,2024,1,27.03,33.5,16.99,26.87,31
Patani,Patani 3,2024,2,27.46,33.9,19.14,27.4,29
Patani,Patani 3,2024,3,28.11,33.9,24.94,28.25,31
Patani,Patani 3,2024,4,27.93,33.21,24.87,28.03,30
Patani,Patani 3,2024,5,27.44,32.28,23.02,27.57,31
Patani,Patani 3,2024,6,26.52,32.56,23.4,26.75,30
Patani,Patani 3,2024,7,25.59,30.36,22.59,25.84,31
Patani,Patani 3,2024,8,25.47,30.49,22.33,25.77,31
Patani,Patani 3,2024,9,25.88,30.55,22.8,26.24,30
Patani,Patani 3,2024,10,26.28,31.72,23.12,26.58,31
Patani,Patani 3,2024,11,26.97,32.27,21.05,27.14,30
Patani,Patani 3,2024,12,26.36,32.31,18.12,26.04,31
Patani,Patani 3,2025,1,26.96,32.87,18.63,27.01,31
Patani,Patani 3,2025,2,27.53,33.56,23.58,27.75,28
Patani,Patani 3,2025,3,27.73,33.36,24.29,28.03,31
Patani,Patani 3,2025,4,27.31,32.47,24.39,27.53,30
Patani,Patani 3,2025,5,26.87,32.16,23.85,27.1,31
Patani,Patani 3,2025,6,26.3,31.35,23.27,26.57,30
Patani,Patani 3,2025,7,25.12,29.94,22.03,25.39,31
Patani,Patani 3,2025,8,24.84,29.99,21.62,25.24,31
Patani,Patani 3,2025,9,25.29,30.73,22.44,25.61,30
Patani,Patani 3,2025,10,25.71,31.39,22.44,25.97,31
Patani,Patani 3,2025,11,26.89,32.09,23.44,27.27,30
Patani,Patani 3,2025,12,26.76,32.36,23.55,27.05,31
Patani,Patani 3,2026,1,27.0,32.49,23.19,27.17,31
Patani,Patani 3,2026,2,27.18,34.28,23.27,27.38,28
Patani,Patani 3,2026,3,27.42,33.13,23.2,27.73,31
Patani,Patani 3,2026,4,26.99,32.26,23.52,27.11,30
Patani,Patani 4,2020,1,25.55,32.93,15.93,25.19,31
Patani,Patani 4,2020,2,27.23,33.19,19.1,27.14,29
Patani,Patani 4,2020,3,27.41,32.89,21.67,27.53,31
Patani,Patani 4,2020,4,27.14,33.54,22.6,27.35,30
Patani,Patani 4,2020,5,26.81,31.63,23.93,27.04,31
Patani,Patani 4,2020,6,25.62,30.43,22.5,25.84,30
Patani,Patani 4,2020,7,24.87,30.02,22.11,25.09,31
Patani,Patani 4,2020,8,24.68,30.14,20.48,25.05,31
Patani,Patani 4,2020,9,24.99,29.83,22.2,25.24,30
Patani,Patani 4,2020,10,25.62,30.96,22.41,25.86,31
Patani,Patani 4,2020,11,26.64,31.37,23.22,26.86,30
Patani,Patani 4,2020,12,26.49,31.8,22.78,26.64,31
Patani,Patani 4,2021,1,26.65,31.69,20.16,26.76,31
Patani,Patani 4,2021,2,26.92,32.44,19.56,26.92,28
Patani,Patani 4,2021,3,26.71,32.08,23.29,26.86,31
Patani,Patani 4,2021,4,26.91,33.3,23.54,27.02,30
Patani,Patani 4,2021,5,26.61,31.14,23.76,26.75,31
Patani,Patani 4,2021,6,25.9,32.32,22.59,26.1,30
Patani,Patani 4,2021,7,25.11,29.49,21.56,25.32,31
Patani,Patani 4,2021,8,25.09,29.54,22.13,25.31,31
Patani,Patani 4,2021,9,25.4,29.95,22.44,25.63,30
Patani,Patani 4,2021,10,26.0,32.17,23.0,26.27,31
Patani,Patani 4,2021,11,26.15,31.81,22.83,26.35,30
Patani,Patani 4,2021,12,26.01,32.0,18.67,25.97,31
Patani,Patani 4,2022,1,24.8,31.84,15.08,24.6,31
Patani,Patani 4,2022,2,26.4,32.86,17.4,26.39,28
Patani,Patani 4,2022,3,27.09,32.09,24.17,27.21,31
Patani,Patani 4,2022,4,26.66,33.37,23.16,26.82,30
Patani,Patani 4,2022,5,26.45,31.24,22.81,26.63,31
Patani,Patani 4,2022,6,25.54,30.45,22.71,25.68,30
Patani,Patani 4,2022,7,24.99,29.45,21.53,25.23,31
Patani,Patani 4,2022,8,24.82,29.81,21.18,25.14,31
Patani,Patani 4,2022,9,25.21,30.55,22.54,25.53,30
Patani,Patani 4,2022,10,25.99,31.41,22.12,26.22,31
Patani,Patani 4,2022,11,26.69,32.38,22.94,26.92,30
Patani,Patani 4,2022,12,25.73,31.26,17.19,25.5,31
Patani,Patani 4,2023,1,25.68,31.87,16.87,25.53,31
Patani,Patani 4,2023,2,26.6,33.16,18.7,26.52,28
Patani,Patani 4,2023,3,26.65,32.26,22.94,26.72,31
Patani,Patani 4,2023,4,26.88,32.48,23.69,27.05,30
Patani,Patani 4,2023,5,27.09,32.56,23.65,27.25,31
Patani,Patani 4,2023,6,25.75,30.16,22.03,25.89,30
Patani,Patani 4,2023,7,25.71,31.07,22.51,25.88,31
Patani,Patani 4,2023,8,25.6,31.09,22.31,25.82,31
Patani,Patani 4,2023,9,25.87,30.88,23.12,26.1,30
Patani,Patani 4,2023,10,26.37,31.01,22.95,26.6,31
Patani,Patani 4,2023,11,26.6,31.59,23.0,26.77,30
Patani,Patani 4,2023,12,26.84,32.13,18.71,26.66,31
Patani,Patani 4,2024,1,27.03,33.5,16.99,26.87,31
Patani,Patani 4,2024,2,27.46,33.9,19.14,27.4,29
Patani,Patani 4,2024,3,28.11,33.9,24.94,28.25,31
Patani,Patani 4,2024,4,27.93,33.21,24.87,28.03,30
Patani,Patani 4,2024,5,27.44,32.28,23.02,27.57,31
Patani,Patani 4,2024,6,26.52,32.56,23.4,26.75,30
Patani,Patani 4,2024,7,25.59,30.36,22.59,25.84,31
Patani,Patani 4,2024,8,25.47,30.49,22.33,25.77,31
Patani,Patani 4,2024,9,25.88,30.55,22.8,26.24,30
Patani,Patani 4,2024,10,26.28,31.72,23.12,26.58,31
Patani,Patani 4,2024,11,26.97,32.27,21.05,27.14,30
Patani,Patani 4,2024,12,26.36,32.31,18.12,26.04,31
Patani,Patani 4,2025,1,26.96,32.87,18.63,27.01,31
Patani,Patani 4,2025,2,27.53,33.56,23.58,27.75,28
Patani,Patani 4,2025,3,27.73,33.36,24.29,28.03,31
Patani,Patani 4,2025,4,27.31,32.47,24.39,27.53,30
Patani,Patani 4,2025,5,26.87,32.16,23.85,27.1,31
Patani,Patani 4,2025,6,26.3,31.35,23.27,26.57,30
Patani,Patani 4,2025,7,25.12,29.94,22.03,25.39,31
Patani,Patani 4,2025,8,24.84,29.99,21.62,25.24,31
Patani,Patani 4,2025,9,25.29,30.73,22.44,25.61,30
Patani,Patani 4,2025,10,25.71,31.39,22.44,25.97,31
Patani,Patani 4,2025,11,26.89,32.09,23.44,27.27,30
Patani,Patani 4,2025,12,26.76,32.36,23.55,27.05,31
Patani,Patani 4,2026,1,27.0,32.49,23.19,27.17,31
Patani,Patani 4,2026,2,27.18,34.28,23.27,27.38,28
Patani,Patani 4,2026,3,27.42,33.13,23.2,27.73,31
Patani,Patani 4,2026,4,26.99,32.26,23.52,27.11,30
Patani,Patani 5,2020,1,25.55,32.93,15.93,25.19,31
Patani,Patani 5,2020,2,27.23,33.19,19.1,27.14,29
Patani,Patani 5,2020,3,27.41,32.89,21.67,27.53,31
Patani,Patani 5,2020,4,27.14,33.54,22.6,27.35,30
Patani,Patani 5,2020,5,26.81,31.63,23.93,27.04,31
Patani,Patani 5,2020,6,25.62,30.43,22.5,25.84,30
Patani,Patani 5,2020,7,24.87,30.02,22.11,25.09,31
Patani,Patani 5,2020,8,24.68,30.14,20.48,25.05,31
Patani,Patani 5,2020,9,24.99,29.83,22.2,25.24,30
Patani,Patani 5,2020,10,25.62,30.96,22.41,25.86,31
Patani,Patani 5,2020,11,26.64,31.37,23.22,26.86,30
Patani,Patani 5,2020,12,26.49,31.8,22.78,26.64,31
Patani,Patani 5,2021,1,26.65,31.69,20.16,26.76,31
Patani,Patani 5,2021,2,26.92,32.44,19.56,26.92,28
Patani,Patani 5,2021,3,26.71,32.08,23.29,26.86,31
Patani,Patani 5,2021,4,26.91,33.3,23.54,27.02,30
Patani,Patani 5,2021,5,26.61,31.14,23.76,26.75,31
Patani,Patani 5,2021,6,25.9,32.32,22.59,26.1,30
Patani,Patani 5,2021,7,25.11,29.49,21.56,25.32,31
Patani,Patani 5,2021,8,25.09,29.54,22.13,25.31,31
Patani,Patani 5,2021,9,25.4,29.95,22.44,25.63,30
Patani,Patani 5,2021,10,26.0,32.17,23.0,26.27,31
Patani,Patani 5,2021,11,26.15,31.81,22.83,26.35,30
Patani,Patani 5,2021,12,26.01,32.0,18.67,25.97,31
Patani,Patani 5,2022,1,24.8,31.84,15.08,24.6,31
Patani,Patani 5,2022,2,26.4,32.86,17.4,26.39,28
Patani,Patani 5,2022,3,27.09,32.09,24.17,27.21,31
Patani,Patani 5,2022,4,26.66,33.37,23.16,26.82,30
Patani,Patani 5,2022,5,26.45,31.24,22.81,26.63,31
Patani,Patani 5,2022,6,25.54,30.45,22.71,25.68,30
Patani,Patani 5,2022,7,24.99,29.45,21.53,25.23,31
Patani,Patani 5,2022,8,24.82,29.81,21.18,25.14,31
Patani,Patani 5,2022,9,25.21,30.55,22.54,25.53,30
Patani,Patani 5,2022,10,25.99,31.41,22.12,26.22,31
Patani,Patani 5,2022,11,26.69,32.38,22.94,26.92,30
Patani,Patani 5,2022,12,25.73,31.26,17.19,25.5,31
Patani,Patani 5,2023,1,25.68,31.87,16.87,25.53,31
Patani,Patani 5,2023,2,26.6,33.16,18.7,26.52,28
Patani,Patani 5,2023,3,26.65,32.26,22.94,26.72,31
Patani,Patani 5,2023,4,26.88,32.48,23.69,27.05,30
Patani,Patani 5,2023,5,27.09,32.56,23.65,27.25,31
Patani,Patani 5,2023,6,25.75,30.16,22.03,25.89,30
Patani,Patani 5,2023,7,25.71,31.07,22.51,25.88,31
Patani,Patani 5,2023,8,25.6,31.09,22.31,25.82,31
Patani,Patani 5,2023,9,25.87,30.88,23.12,26.1,30
Patani,Patani 5,2023,10,26.37,31.01,22.95,26.6,31
Patani,Patani 5,2023,11,26.6,31.59,23.0,26.77,30
Patani,Patani 5,2023,12,26.84,32.13,18.71,26.66,31
Patani,Patani 5,2024,1,27.03,33.5,16.99,26.87,31
Patani,Patani 5,2024,2,27.46,33.9,19.14,27.4,29
Patani,Patani 5,2024,3,28.11,33.9,24.94,28.25,31
Patani,Patani 5,2024,4,27.93,33.21,24.87,28.03,30
Patani,Patani 5,2024,5,27.44,32.28,23.02,27.57,31
Patani,Patani 5,2024,6,26.52,32.56,23.4,26.75,30
Patani,Patani 5,2024,7,25.59,30.36,22.59,25.84,31
Patani,Patani 5,2024,8,25.47,30.49,22.33,25.77,31
Patani,Patani 5,2024,9,25.88,30.55,22.8,26.24,30
Patani,Patani 5,2024,10,26.28,31.72,23.12,26.58,31
Patani,Patani 5,2024,11,26.97,32.27,21.05,27.14,30
Patani,Patani 5,2024,12,26.36,32.31,18.12,26.04,31
Patani,Patani 5,2025,1,26.96,32.87,18.63,27.01,31
Patani,Patani 5,2025,2,27.53,33.56,23.58,27.75,28
Patani,Patani 5,2025,3,27.73,33.36,24.29,28.03,31
Patani,Patani 5,2025,4,27.31,32.47,24.39,27.53,30
Patani,Patani 5,2025,5,26.87,32.16,23.85,27.1,31
Patani,Patani 5,2025,6,26.3,31.35,23.27,26.57,30
Patani,Patani 5,2025,7,25.12,29.94,22.03,25.39,31
Patani,Patani 5,2025,8,24.84,29.99,21.62,25.24,31
Patani,Patani 5,2025,9,25.29,30.73,22.44,25.61,30
Patani,Patani 5,2025,10,25.71,31.39,22.44,25.97,31
Patani,Patani 5,2025,11,26.89,32.09,23.44,27.27,30
Patani,Patani 5,2025,12,26.76,32.36,23.55,27.05,31
Patani,Patani 5,2026,1,27.0,32.49,23.19,27.17,31
Patani,Patani 5,2026,2,27.18,34.28,23.27,27.38,28
Patani,Patani 5,2026,3,27.42,33.13,23.2,27.73,31
Patani,Patani 5,2026,4,26.99,32.26,23.52,27.11,30
Patani,Toruangiama,2020,1,25.55,32.93,15.93,25.19,31
Patani,Toruangiama,2020,2,27.23,33.19,19.1,27.14,29
Patani,Toruangiama,2020,3,27.41,32.89,21.67,27.53,31
Patani,Toruangiama,2020,4,27.14,33.54,22.6,27.35,30
Patani,Toruangiama,2020,5,26.81,31.63,23.93,27.04,31
Patani,Toruangiama,2020,6,25.62,30.43,22.5,25.84,30
Patani,Toruangiama,2020,7,24.87,30.02,22.11,25.09,31
Patani,Toruangiama,2020,8,24.68,30.14,20.48,25.05,31
Patani,Toruangiama,2020,9,24.99,29.83,22.2,25.24,30
Patani,Toruangiama,2020,10,25.62,30.96,22.41,25.86,31
Patani,Toruangiama,2020,11,26.64,31.37,23.22,26.86,30
Patani,Toruangiama,2020,12,26.49,31.8,22.78,26.64,31
Patani,Toruangiama,2021,1,26.65,31.69,20.16,26.76,31
Patani,Toruangiama,2021,2,26.92,32.44,19.56,26.92,28
Patani,Toruangiama,2021,3,26.71,32.08,23.29,26.86,31
Patani,Toruangiama,2021,4,26.91,33.3,23.54,27.02,30
Patani,Toruangiama,2021,5,26.61,31.14,23.76,26.75,31
Patani,Toruangiama,2021,6,25.9,32.32,22.59,26.1,30
Patani,Toruangiama,2021,7,25.11,29.49,21.56,25.32,31
Patani,Toruangiama,2021,8,25.09,29.54,22.13,25.31,31
Patani,Toruangiama,2021,9,25.4,29.95,22.44,25.63,30
Patani,Toruangiama,2021,10,26.0,32.17,23.0,26.27,31
Patani,Toruangiama,2021,11,26.15,31.81,22.83,26.35,30
Patani,Toruangiama,2021,12,26.01,32.0,18.67,25.97,31
Patani,Toruangiama,2022,1,24.8,31.84,15.08,24.6,31
Patani,Toruangiama,2022,2,26.4,32.86,17.4,26.39,28
Patani,Toruangiama,2022,3,27.09,32.09,24.17,27.21,31
Patani,Toruangiama,2022,4,26.66,33.37,23.16,26.82,30
Patani,Toruangiama,2022,5,26.45,31.24,22.81,26.63,31
Patani,Toruangiama,2022,6,25.54,30.45,22.71,25.68,30
Patani,Toruangiama,2022,7,24.99,29.45,21.53,25.23,31
Patani,Toruangiama,2022,8,24.82,29.81,21.18,25.14,31
Patani,Toruangiama,2022,9,25.21,30.55,22.54,25.53,30
Patani,Toruangiama,2022,10,25.99,31.41,22.12,26.22,31
Patani,Toruangiama,2022,11,26.69,32.38,22.94,26.92,30
Patani,Toruangiama,2022,12,25.73,31.26,17.19,25.5,31
Patani,Toruangiama,2023,1,25.68,31.87,16.87,25.53,31
Patani,Toruangiama,2023,2,26.6,33.16,18.7,26.52,28
Patani,Toruangiama,2023,3,26.65,32.26,22.94,26.72,31
Patani,Toruangiama,2023,4,26.88,32.48,23.69,27.05,30
Patani,Toruangiama,2023,5,27.09,32.56,23.65,27.25,31
Patani,Toruangiama,2023,6,25.75,30.16,22.03,25.89,30
Patani,Toruangiama,2023,7,25.71,31.07,22.51,25.88,31
Patani,Toruangiama,2023,8,25.6,31.09,22.31,25.82,31
Patani,Toruangiama,2023,9,25.87,30.88,23.12,26.1,30
Patani,Toruangiama,2023,10,26.37,31.01,22.95,26.6,31
Patani,Toruangiama,2023,11,26.6,31.59,23.0,26.77,30
Patani,Toruangiama,2023,12,26.84,32.13,18.71,26.66,31
Patani,Toruangiama,2024,1,27.03,33.5,16.99,26.87,31
Patani,Toruangiama,2024,2,27.46,33.9,19.14,27.4,29
Patani,Toruangiama,2024,3,28.11,33.9,24.94,28.25,31
Patani,Toruangiama,2024,4,27.93,33.21,24.87,28.03,30
Patani,Toruangiama,2024,5,27.44,32.28,23.02,27.57,31
Patani,Toruangiama,2024,6,26.52,32.56,23.4,26.75,30
Patani,Toruangiama,2024,7,25.59,30.36,22.59,25.84,31
Patani,Toruangiama,2024,8,25.47,30.49,22.33,25.77,31
Patani,Toruangiama,2024,9,25.88,30.55,22.8,26.24,30
Patani,Toruangiama,2024,10,26.28,31.72,23.12,26.58,31
Patani,Toruangiama,2024,11,26.97,32.27,21.05,27.14,30
Patani,Toruangiama,2024,12,26.36,32.31,18.12,26.04,31
Patani,Toruangiama,2025,1,26.96,32.87,18.63,27.01,31
Patani,Toruangiama,2025,2,27.53,33.56,23.58,27.75,28
Patani,Toruangiama,2025,3,27.73,33.36,24.29,28.03,31
Patani,Toruangiama,2025,4,27.31,32.47,24.39,27.53,30
Patani,Toruangiama,2025,5,26.87,32.16,23.85,27.1,31
Patani,Toruangiama,2025,6,26.3,31.35,23.27,26.57,30
Patani,Toruangiama,2025,7,25.12,29.94,22.03,25.39,31
Patani,Toruangiama,2025,8,24.84,29.99,21.62,25.24,31
Patani,Toruangiama,2025,9,25.29,30.73,22.44,25.61,30
Patani,Toruangiama,2025,10,25.71,31.39,22.44,25.97,31
Patani,Toruangiama,2025,11,26.89,32.09,23.44,27.27,30
Patani,Toruangiama,2025,12,26.76,32.36,23.55,27.05,31
Patani,Toruangiama,2026,1,27.0,32.49,23.19,27.17,31
Patani,Toruangiama,2026,2,27.18,34.28,23.27,27.38,28
Patani,Toruangiama,2026,3,27.42,33.13,23.2,27.73,31
Patani,Toruangiama,2026,4,26.99,32.26,23.52,27.11,30
Patani,Uduophori,2020,1,25.55,32.93,15.93,25.19,31
Patani,Uduophori,2020,2,27.23,33.19,19.1,27.14,29
Patani,Uduophori,2020,3,27.41,32.89,21.67,27.53,31
Patani,Uduophori,2020,4,27.14,33.54,22.6,27.35,30
Patani,Uduophori,2020,5,26.81,31.63,23.93,27.04,31
Patani,Uduophori,2020,6,25.62,30.43,22.5,25.84,30
Patani,Uduophori,2020,7,24.87,30.02,22.11,25.09,31
Patani,Uduophori,2020,8,24.68,30.14,20.48,25.05,31
Patani,Uduophori,2020,9,24.99,29.83,22.2,25.24,30
Patani,Uduophori,2020,10,25.62,30.96,22.41,25.86,31
Patani,Uduophori,2020,11,26.64,31.37,23.22,26.86,30
Patani,Uduophori,2020,12,26.49,31.8,22.78,26.64,31
Patani,Uduophori,2021,1,26.65,31.69,20.16,26.76,31
Patani,Uduophori,2021,2,26.92,32.44,19.56,26.92,28
Patani,Uduophori,2021,3,26.71,32.08,23.29,26.86,31
Patani,Uduophori,2021,4,26.91,33.3,23.54,27.02,30
Patani,Uduophori,2021,5,26.61,31.14,23.76,26.75,31
Patani,Uduophori,2021,6,25.9,32.32,22.59,26.1,30
Patani,Uduophori,2021,7,25.11,29.49,21.56,25.32,31
Patani,Uduophori,2021,8,25.09,29.54,22.13,25.31,31
Patani,Uduophori,2021,9,25.4,29.95,22.44,25.63,30
Patani,Uduophori,2021,10,26.0,32.17,23.0,26.27,31
Patani,Uduophori,2021,11,26.15,31.81,22.83,26.35,30
Patani,Uduophori,2021,12,26.01,32.0,18.67,25.97,31
Patani,Uduophori,2022,1,24.8,31.84,15.08,24.6,31
Patani,Uduophori,2022,2,26.4,32.86,17.4,26.39,28
Patani,Uduophori,2022,3,27.09,32.09,24.17,27.21,31
Patani,Uduophori,2022,4,26.66,33.37,23.16,26.82,30
Patani,Uduophori,2022,5,26.45,31.24,22.81,26.63,31
Patani,Uduophori,2022,6,25.54,30.45,22.71,25.68,30
Patani,Uduophori,2022,7,24.99,29.45,21.53,25.23,31
Patani,Uduophori,2022,8,24.82,29.81,21.18,25.14,31
Patani,Uduophori,2022,9,25.21,30.55,22.54,25.53,30
Patani,Uduophori,2022,10,25.99,31.41,22.12,26.22,31
Patani,Uduophori,2022,11,26.69,32.38,22.94,26.92,30
Patani,Uduophori,2022,12,25.73,31.26,17.19,25.5,31
Patani,Uduophori,2023,1,25.68,31.87,16.87,25.53,31
Patani,Uduophori,2023,2,26.6,33.16,18.7,26.52,28
Patani,Uduophori,2023,3,26.65,32.26,22.94,26.72,31
Patani,Uduophori,2023,4,26.88,32.48,23.69,27.05,30
Patani,Uduophori,2023,5,27.09,32.56,23.65,27.25,31
Patani,Uduophori,2023,6,25.75,30.16,22.03,25.89,30
Patani,Uduophori,2023,7,25.71,31.07,22.51,25.88,31
Patani,Uduophori,2023,8,25.6,31.09,22.31,25.82,31
Patani,Uduophori,2023,9,25.87,30.88,23.12,26.1,30
Patani,Uduophori,2023,10,26.37,31.01,22.95,26.6,31
Patani,Uduophori,2023,11,26.6,31.59,23.0,26.77,30
Patani,Uduophori,2023,12,26.84,32.13,18.71,26.66,31
Patani,Uduophori,2024,1,27.03,33.5,16.99,26.87,31
Patani,Uduophori,2024,2,27.46,33.9,19.14,27.4,29
Patani,Uduophori,2024,3,28.11,33.9,24.94,28.25,31
Patani,Uduophori,2024,4,27.93,33.21,24.87,28.03,30
Patani,Uduophori,2024,5,27.44,32.28,23.02,27.57,31
Patani,Uduophori,2024,6,26.52,32.56,23.4,26.75,30
Patani,Uduophori,2024,7,25.59,30.36,22.59,25.84,31
Patani,Uduophori,2024,8,25.47,30.49,22.33,25.77,31
Patani,Uduophori,2024,9,25.88,30.55,22.8,26.24,30
Patani,Uduophori,2024,10,26.28,31.72,23.12,26.58,31
Patani,Uduophori,2024,11,26.97,32.27,21.05,27.14,30
Patani,Uduophori,2024,12,26.36,32.31,18.12,26.04,31
Patani,Uduophori,2025,1,26.96,32.87,18.63,27.01,31
Patani,Uduophori,2025,2,27.53,33.56,23.58,27.75,28
Patani,Uduophori,2025,3,27.73,33.36,24.29,28.03,31
Patani,Uduophori,2025,4,27.31,32.47,24.39,27.53,30
Patani,Uduophori,2025,5,26.87,32.16,23.85,27.1,31
Patani,Uduophori,2025,6,26.3,31.35,23.27,26.57,30
Patani,Uduophori,2025,7,25.12,29.94,22.03,25.39,31
Patani,Uduophori,2025,8,24.84,29.99,21.62,25.24,31
Patani,Uduophori,2025,9,25.29,30.73,22.44,25.61,30
Patani,Uduophori,2025,10,25.71,31.39,22.44,25.97,31
Patani,Uduophori,2025,11,26.89,32.09,23.44,27.27,30
Patani,Uduophori,2025,12,26.76,32.36,23.55,27.05,31
Patani,Uduophori,2026,1,27.0,32.49,23.19,27.17,31
Patani,Uduophori,2026,2,27.18,34.28,23.27,27.38,28
Patani,Uduophori,2026,3,27.42,33.13,23.2,27.73,31
Patani,Uduophori,2026,4,26.99,32.26,23.52,27.11,30
Warri South,Avenue,2020,1,25.04,32.97,15.08,24.53,31
Warri South,Avenue,2020,2,26.92,33.72,17.99,26.66,29
Warri South,Avenue,2020,3,27.37,33.15,22.44,27.41,31
Warri South,Avenue,2020,4,27.15,34.33,22.27,27.22,30
Warri South,Avenue,2020,5,26.68,31.91,23.95,26.74,31
Warri South,Avenue,2020,6,25.59,30.75,22.8,25.67,30
Warri South,Avenue,2020,7,24.74,29.94,22.09,24.82,31
Warri South,Avenue,2020,8,24.48,30.41,19.96,24.6,31
Warri South,Avenue,2020,9,24.98,30.5,22.24,25.08,30
Warri South,Avenue,2020,10,25.58,31.68,22.19,25.64,31
Warri South,Avenue,2020,11,26.5,31.99,22.85,26.52,30
Warri South,Avenue,2020,12,26.46,31.97,21.71,26.51,31
Warri South,Avenue,2021,1,26.52,32.41,20.44,26.45,31
Warri South,Avenue,2021,2,26.62,33.09,17.85,26.47,28
Warri South,Avenue,2021,3,26.8,32.43,23.3,26.84,31
Warri South,Avenue,2021,4,26.72,31.65,23.28,26.73,30
Warri South,Avenue,2021,5,26.36,30.28,23.47,26.38,31
Warri South,Avenue,2021,6,25.69,31.42,22.31,25.74,30
Warri South,Avenue,2021,7,24.94,29.45,21.32,25.02,31
Warri South,Avenue,2021,8,24.9,29.49,22.05,24.97,31
Warri South,Avenue,2021,9,25.24,30.3,21.78,25.29,30
Warri South,Avenue,2021,10,25.97,31.83,22.89,26.05,31
Warri South,Avenue,2021,11,26.1,31.5,22.52,26.16,30
Warri South,Avenue,2021,12,25.68,32.19,18.01,25.49,31
Warri South,Avenue,2022,1,24.25,31.96,14.3,23.97,31
Warri South,Avenue,2022,2,26.22,33.18,15.37,26.02,28
Warri South,Avenue,2022,3,27.17,32.75,24.08,27.21,31
Warri South,Avenue,2022,4,26.59,33.22,23.1,26.64,30
Warri South,Avenue,2022,5,26.26,31.21,22.1,26.29,31
Warri South,Avenue,2022,6,25.39,29.71,22.51,25.43,30
Warri South,Avenue,2022,7,24.88,29.71,21.6,24.95,31
Warri South,Avenue,2022,8,24.66,29.95,20.83,24.76,31
Warri South,Avenue,2022,9,25.07,30.27,22.35,25.16,30
Warri South,Avenue,2022,10,25.9,31.87,21.87,25.94,31
Warri South,Avenue,2022,11,26.58,32.65,22.42,26.59,30
Warri South,Avenue,2022,12,25.06,31.55,16.49,24.8,31
Warri South,Avenue,2023,1,25.36,31.9,15.73,25.09,31
Warri South,Avenue,2023,2,26.33,34.2,17.47,26.19,28
Warri South,Avenue,2023,3,26.56,32.27,22.63,26.57,31
Warri South,Avenue,2023,4,26.85,32.27,23.71,26.91,30
Warri South,Avenue,2023,5,26.86,31.62,23.29,26.89,31
Warri South,Avenue,2023,6,25.71,30.11,22.92,25.78,30
Warri South,Avenue,2023,7,25.64,30.94,22.3,25.71,31
Warri South,Avenue,2023,8,25.5,31.08,22.19,25.57,31
Warri South,Avenue,2023,9,25.79,31.3,23.01,25.87,30
Warri South,Avenue,2023,10,26.25,31.81,23.02,26.33,31
Warri South,Avenue,2023,11,26.61,32.09,22.79,26.67,30
Warri South,Avenue,2023,12,26.54,32.41,17.43,26.22,31
Warri South,Avenue,2024,1,26.64,33.3,16.25,26.3,31
Warri South,Avenue,2024,2,27.3,34.43,18.38,27.1,29
Warri South,Avenue,2024,3,28.01,34.49,24.72,28.05,31
Warri South,Avenue,2024,4,27.73,32.57,24.81,27.74,30
Warri South,Avenue,2024,5,27.32,32.15,24.05,27.36,31
Warri South,Avenue,2024,6,26.42,31.61,23.44,26.5,30
Warri South,Avenue,2024,7,25.59,30.14,23.05,25.68,31
Warri South,Avenue,2024,8,25.49,30.72,22.38,25.59,31
Warri South,Avenue,2024,9,25.79,30.71,22.86,25.91,30
Warri South,Avenue,2024,10,26.09,32.35,22.65,26.16,31
Warri South,Avenue,2024,11,26.7,32.38,19.48,26.6,30
Warri South,Avenue,2024,12,25.88,32.76,17.28,25.43,31
Warri South,Avenue,2025,1,26.86,33.19,17.83,26.77,31
Warri South,Avenue,2025,2,27.48,33.98,23.51,27.52,28
Warri South,Avenue,2025,3,27.79,33.25,24.34,27.88,31
Warri South,Avenue,2025,4,27.35,33.19,24.3,27.43,30
Warri South,Avenue,2025,5,26.71,31.96,24.0,26.78,31
Warri South,Avenue,2025,6,26.05,30.65,23.16,26.12,30
Warri South,Avenue,2025,7,24.93,29.47,22.12,25.02,31
Warri South,Avenue,2025,8,24.67,29.85,21.72,24.79,31
Warri South,Avenue,2025,9,25.19,30.78,22.28,25.29,30
Warri South,Avenue,2025,10,25.66,31.23,22.4,25.72,31
Warri South,Avenue,2025,11,26.76,32.28,23.2,26.85,30
